USER_NAME,REVIEW_DATE,RESTAURANT,USER_REVIEWS,USER_RESTAURANT_REVIEWS,USER_HELPFUL_VOTES,REVIEW_STARS
clare621,10/27/2014,Pueblo,58,15,40,5
Petepee,10/23/2014,Pueblo,31,25,16,4
"Gabriel K",10/19/2014,Pueblo,18,14,3,3
ThomasAlcock,10/13/2014,Pueblo,33,19,26,3
michaeld32,10/1/2014,Pueblo,27,17,13,4
Nieminen,7/24/2014,Pueblo,36,8,27,4
"Ralph B",6/30/2014,Pueblo,94,59,39,4
MajaM774,5/17/2014,Pueblo,47,26,16,4
golondrina2010,5/5/2014,Pueblo,4,0,4,5
"Jouni V",4/18/2014,Pueblo,80,64,46,3
MarkoFin,4/17/2014,Pueblo,8,5,5,4
"Piotr G",3/14/2014,Pueblo,36,18,18,4
"Tony P",2/23/2014,Pueblo,34,16,11,5
"Eva B",2/3/2014,Pueblo,38,30,18,5
"Matthew K",1/28/2014,Pueblo,6,3,6,5
AlanT88OWN,1/24/2014,Pueblo,162,58,52,3
JeannethN,1/8/2014,Pueblo,22,11,13,5
Tizzyanne,12/30/2012,Pueblo,7,3,5,4
phillystravels,12/18/2012,Pueblo,113,45,90,3
PaulStrobl,12/5/2012,Pueblo,29,15,17,4
panzer76,11/23/2012,Pueblo,100,68,60,2
"Perttu V",11/21/2012,Pueblo,20,15,4,5
marithbk,11/20/2012,Pueblo,68,32,20,4
EwaGdansk_Poland,9/16/2012,Pueblo,2,0,0,4
Tiny17,9/4/2012,Pueblo,26,16,16,5
Ola_912,7/24/2012,Pueblo,29,12,15,4
christiano_10,7/7/2012,Pueblo,251,39,125,4
Papito1,4/22/2012,Pueblo,127,42,90,3
Yauheni19...,11/17/2015,Pueblo,7,6,0,5
tourist60...,11/16/2015,Pueblo,12,4,0,5
"Irene K",11/15/2015,Pueblo,4,0,2,5
Tottolott...,11/12/2015,Pueblo,12,6,6,3
maksymaln...,11/12/2015,Pueblo,6,3,5,4
BarOrs,11/12/2015,Pueblo,1,0,1,5
Vitalina...,11/5/2015,Pueblo,29,14,19,5
Lene85_No...,11/5/2015,Pueblo,4,0,2,5
"Geir V",10/29/2015,Pueblo,8,5,0,5
elotiruri...,10/22/2015,Pueblo,1,0,0,5
Rikard80,10/14/2015,Pueblo,74,53,9,5
ptaskde,10/12/2015,Pueblo,37,17,14,4
resande91,10/12/2015,Pueblo,6,5,0,5
Sivkarinr,10/11/2015,Pueblo,11,4,0,5
Looff,10/1/2015,Pueblo,10,7,8,4
karolcia9...,10/1/2015,Pueblo,35,10,3,5
"Kay B",9/30/2015,Pueblo,2,0,0,5
"David W",9/30/2015,Pueblo,12,0,3,4
kaja275,9/27/2015,Pueblo,15,14,2,5
"Heidi N",9/25/2015,Pueblo,2,0,0,5
Duppsko,9/25/2015,Pueblo,12,9,9,4
"Pawe B",9/10/2015,Pueblo,44,42,4,5
jymand,9/6/2015,Pueblo,7,5,3,4
"camilla k",9/2/2015,Pueblo,39,16,8,5
AnnaT63,9/2/2015,Pueblo,35,9,21,5
"Justyna M",8/31/2015,Pueblo,5,5,2,4
"Antonio F",8/30/2015,Pueblo,146,130,36,4
"Marek T",8/28/2015,Pueblo,2,0,0,5
"Fabio C",8/19/2015,Pueblo,3,0,1,4
Wojciech...,8/18/2015,Pueblo,10,9,0,5
EmiiMihau,8/17/2015,Pueblo,79,50,9,3
"Rebecca S",8/15/2015,Pueblo,4,3,0,4
"Lorenzo Q",8/15/2015,Pueblo,10,8,4,4
"Bartek K",8/12/2015,Pueblo,5,3,0,5
Josefina...,8/5/2015,Pueblo,13,11,5,4
"Natalia L",8/5/2015,Pueblo,29,21,2,4
thomasnor...,8/5/2015,Pueblo,20,13,0,4
"Ola S",8/3/2015,Pueblo,24,9,1,5
"Joanna T",8/2/2015,Pueblo,3,3,1,5
spa0906,8/1/2015,Pueblo,4,4,0,4
"Cecilia N",7/31/2015,Pueblo,11,8,1,4
"Ingemar F",7/28/2015,Pueblo,25,14,2,2
"Kasia G",7/27/2015,Pueblo,3,0,2,5
"Po P",7/26/2015,Pueblo,5,5,1,3
Radosaw...,7/19/2015,Pueblo,5,5,1,5
JorgenNor...,7/18/2015,Pueblo,9,6,2,4
876betty,7/18/2015,Pueblo,47,14,11,5
funnylike...,7/17/2015,Pueblo,18,15,5,5
"ukasz Z",7/17/2015,Pueblo,3,3,3,4
jo_aleks,7/16/2015,Pueblo,7,7,1,3
"Maciej P",7/13/2015,Pueblo,5,5,0,5
Martin_OJ...,7/12/2015,Pueblo,6,0,2,5
druga_str...,7/3/2015,Pueblo,5,5,2,4
RBN35,6/22/2015,Pueblo,9,5,4,5
"Maria W",6/20/2015,Pueblo,1,0,1,5
"Robert S",6/19/2015,Pueblo,2,0,0,5
"Tomasz G",6/15/2015,Pueblo,37,12,16,4
"Nicolas K",6/14/2015,Pueblo,35,24,13,4
"Lillian O",6/3/2015,Pueblo,1,0,0,5
Dominika...,5/31/2015,Pueblo,7,7,3,4
"Eva B",5/30/2015,Pueblo,8,7,1,5
"Ewa K",5/27/2015,Pueblo,3,3,0,4
"Tonny C",5/26/2015,Pueblo,12,0,1,5
"Kamila C",5/24/2015,Pueblo,1,0,0,2
AlexTrojm...,5/24/2015,Pueblo,12,9,3,4
ruudex,5/20/2015,Pueblo,3,3,0,5
"Jan A",5/15/2015,Pueblo,8,7,6,4
"Bozena Z",5/14/2015,Pueblo,1,0,0,4
"Juuso H",5/9/2015,Pueblo,2,0,1,4
lenkarol,5/5/2015,Pueblo,22,17,5,3
Salikatt,4/7/2015,Pueblo,37,22,43,2
sabina795,4/6/2015,Pueblo,32,21,15,3
Tomsky1,3/23/2015,Pueblo,10,8,2,5
Maria201C,3/20/2015,Pueblo,6,6,4,4
KaraMaszk...,3/17/2015,Pueblo,5,3,4,5
AnnaReett...,3/17/2015,Pueblo,7,4,6,4
"Patryk K",3/2/2015,Pueblo,43,8,31,4
2ale2,3/1/2015,Pueblo,29,16,24,4
violkaa,2/28/2015,Pueblo,9,7,9,5
"Marcin D",2/15/2015,Pueblo,7,5,4,5
"Monika K",2/15/2015,Pueblo,7,4,2,5
"Adam J",2/1/2015,Pueblo,3,3,0,4
hhhxxx,1/28/2015,Pueblo,14,14,18,3
"Magnus L",1/25/2015,Pueblo,7,7,1,5
ArvidFa,1/15/2015,Pueblo,4,0,1,5
Szylusia,1/9/2015,Pueblo,12,4,2,5
"Sara J",1/8/2015,Pueblo,49,20,11,4
MONIKAOK,1/8/2015,Pueblo,2,0,0,5
kajamozej...,1/7/2015,Pueblo,14,6,5,5
"Mateusz M",1/7/2015,Pueblo,2,0,2,5
"Maciej S",1/3/2015,Pueblo,1,0,0,5
"Hanna R",1/1/2015,Pueblo,7,4,5,5
Dimsch,12/31/2014,Pueblo,5,3,1,4
Stavanger...,12/30/2014,Pueblo,23,10,19,5
"Erik A",12/30/2014,Pueblo,1,0,1,5
Cathrine...,12/28/2014,Pueblo,3,3,1,5
RudejRodz...,12/4/2014,Pueblo,11,8,2,4
christina...,11/17/2014,Pueblo,5,3,1,5
Kodziu,10/31/2014,Pueblo,35,26,43,4
Akebakken,10/25/2014,Pueblo,4,3,0,3
Veronika...,10/25/2014,Pueblo,2,0,0,5
merol777,9/24/2014,Pueblo,386,155,140,5
"Marcin R",9/22/2014,Pueblo,9,0,8,5
"Dorota P",9/15/2014,Pueblo,42,38,6,3
"Tomas K",9/7/2014,Pueblo,20,17,4,5
"Mona M",8/28/2014,Pueblo,9,5,7,4
cassandra...,8/22/2014,Pueblo,7,6,0,5
Kati_Siar...,8/20/2014,Pueblo,31,28,11,4
"Piotr W",8/18/2014,Pueblo,27,14,22,4
alenabul,8/17/2014,Pueblo,30,13,19,4
Stehell,8/1/2014,Pueblo,53,29,7,4
"Stig J",7/29/2014,Pueblo,16,8,6,4
"Dmitry M",7/24/2014,Pueblo,8,5,1,5
DorotaDor...,7/9/2014,Pueblo,10,10,0,5
Svetlana4...,7/9/2014,Pueblo,54,11,14,5
hanspivar,7/2/2014,Pueblo,6,3,2,5
"Marco M",6/29/2014,Pueblo,28,19,13,4
"Filip S",6/26/2014,Pueblo,2,0,1,4
Mariaiyst...,6/20/2014,Pueblo,2,0,1,5
Merete123,6/17/2014,Pueblo,58,40,22,2
"Gosia J",6/15/2014,Pueblo,10,10,2,4
Eggeskall...,5/19/2014,Pueblo,24,14,13,4
"Rickard S",4/30/2014,Pueblo,5,4,0,5
Inahj,4/13/2014,Pueblo,11,10,6,4
Mathilda...,4/6/2014,Pueblo,8,7,2,5
"Maciej B",3/1/2014,Pueblo,4,3,2,4
Matte34,1/13/2014,Pueblo,7,7,3,4
Raav92,12/24/2012,Pueblo,5,3,1,5
Kodziu,11/8/2012,Pueblo,35,26,43,4
"raven r",11/6/2012,Pueblo,21,8,6,5
"Kasia P",10/7/2012,Pueblo,1,0,1,5
"Zbyszek K",9/20/2012,Pueblo,3,0,1,5
amop60,9/7/2012,Pueblo,5,5,2,4
"Karolina F",8/30/2015,Kawior,16,15,1,4
"Amy R",6/3/2015,Kawior,32,19,15,2
"Sebastian G",4/11/2015,Kawior,5,0,1,5
Ingridki,7/31/2014,Kawior,2,0,1,5
DorotkaSz...,11/12/2015,Kawior,1,0,0,5
"Kamila S",11/5/2015,Kawior,1,0,0,5
woz_z_weg...,10/29/2015,Kawior,3,3,0,4
peppietom...,10/12/2015,Kawior,18,9,15,5
Krystek_1...,10/12/2015,Kawior,3,0,5,5
"Bo B",9/22/2015,Kawior,7,7,3,5
Karolina1...,9/18/2015,Kawior,24,20,0,5
YotDe,9/13/2015,Kawior,4,4,1,5
Vazelsky,8/27/2015,Kawior,17,4,16,5
"Robert T",8/22/2015,Kawior,40,23,16,5
"Do R",8/16/2015,Kawior,4,3,0,5
Elineri,8/10/2015,Kawior,13,9,3,5
"Marzena S",8/10/2015,Kawior,2,0,0,5
Margaryta...,8/1/2015,Kawior,2,0,0,4
jo_aleks,7/18/2015,Kawior,7,7,1,5
"Hakki F",6/21/2015,Kawior,1,0,0,5
"Kamil B",6/4/2015,Kawior,5,3,2,4
hypnotyze...,6/3/2015,Kawior,2,0,1,4
"Marcin N",5/24/2015,Kawior,1,0,0,5
"Robert T",4/13/2015,Kawior,40,23,16,5
...,11/3/2014,Kawior,1,0,0,5
Karolina...,9/15/2014,Kawior,3,0,0,5
"Anna B",8/19/2014,Kawior,3,3,0,5
Jarek_Gda...,8/16/2014,Kawior,35,13,11,5
"Piotr C",6/4/2014,Kawior,1,0,0,5
Agusia86,5/15/2014,Kawior,7,0,6,5
"Marusia K",5/13/2014,Kawior,1,0,0,5
bartek_p7,5/7/2014,Kawior,1,0,0,5
Wojciech...,9/28/2015,"Ararat Smaki Orientu",2,0,0,5
"Izabela S",9/25/2015,"Ararat Smaki Orientu",5,4,0,5
MagdaTy,9/16/2015,"Ararat Smaki Orientu",6,6,0,4
684avatar,8/12/2015,"Ararat Smaki Orientu",1,0,2,5
Pawel_loo...,8/8/2015,"Ararat Smaki Orientu",1,0,0,5
kebab2015,8/7/2015,"Ararat Smaki Orientu",1,0,0,5
"Asia C",8/6/2015,"Ararat Smaki Orientu",1,0,0,5
"Szat M",8/6/2015,"Ararat Smaki Orientu",1,0,0,5
Tunezejcz...,7/28/2015,"Ararat Smaki Orientu",1,0,0,5
buzuntolkmicko,9/4/2015,"LULA food & drink",1,0,0,4
garybasing,7/20/2015,"LULA food & drink",32,13,10,5
dylannever,3/29/2015,"LULA food & drink",156,119,110,4
"Adam M",10/29/2015,"LULA food & drink",312,133,79,4
baranek12...,10/22/2015,"LULA food & drink",18,15,2,5
Agnieszka...,10/22/2015,"LULA food & drink",8,0,3,5
45anetap,10/15/2015,"LULA food & drink",21,19,4,3
martamard...,10/1/2015,"LULA food & drink",46,18,15,5
anna_glow...,9/28/2015,"LULA food & drink",8,8,20,2
"Bodzia W",9/22/2015,"LULA food & drink",1,0,0,5
eljacol,9/21/2015,"LULA food & drink",3,0,0,5
izabela_r...,9/20/2015,"LULA food & drink",5,0,0,5
Bartomie...,9/19/2015,"LULA food & drink",1,0,0,5
"Keicam A",9/19/2015,"LULA food & drink",28,16,1,5
"Marta G",9/19/2015,"LULA food & drink",1,0,0,5
Krolik81,9/17/2015,"LULA food & drink",1,0,0,5
Marcinpol...,9/17/2015,"LULA food & drink",1,0,0,5
"Bartek Z",9/17/2015,"LULA food & drink",14,14,4,5
"Kasia Z",9/17/2015,"LULA food & drink",1,0,0,5
Tatiana_G...,9/4/2015,"LULA food & drink",4,0,3,5
qrt0,9/4/2015,"LULA food & drink",1,0,0,5
MariuszLu...,8/20/2015,"LULA food & drink",1,0,2,5
kasela123,8/20/2015,"LULA food & drink",1,0,1,5
"Natalia L",8/5/2015,"LULA food & drink",29,21,2,4
Lola_9090,5/14/2015,"LULA food & drink",1,0,0,3
"andmaro a",3/22/2015,"LULA food & drink",31,29,24,4
"Ania M",2/28/2015,"LULA food & drink",43,16,15,4
"Daniel K",12/2/2014,"LULA food & drink",1,0,2,5
"Micha M",11/26/2014,"LULA food & drink",1,0,2,4
designminkey,9/14/2015,"Mercato restaurant",73,36,35,5
AndyCove,9/8/2015,"Mercato restaurant",49,28,27,3
WalterMHalifaxUK,9/7/2015,"Mercato restaurant",136,87,64,5
"Hege S",9/4/2015,"Mercato restaurant",12,10,4,3
"Carlo C",8/22/2015,"Mercato restaurant",97,73,52,4
"Mark I",8/13/2015,"Mercato restaurant",16,10,3,5
Alias_Me2406,8/10/2015,"Mercato restaurant",2,0,1,5
"Stine V",7/30/2015,"Mercato restaurant",1,0,0,5
mblomb,7/15/2015,"Mercato restaurant",88,7,11,5
"Rohan S",6/23/2015,"Mercato restaurant",4,3,3,5
Tedwong1977,5/25/2015,"Mercato restaurant",18,12,13,5
dylannever,4/19/2015,"Mercato restaurant",156,119,110,4
nanotesi,4/11/2015,"Mercato restaurant",11,6,7,3
svharkes,4/5/2015,"Mercato restaurant",325,153,195,5
"Jan Erik P",3/25/2015,"Mercato restaurant",3,3,0,4
thearndt,3/19/2015,"Mercato restaurant",145,65,76,5
"Alice P",12/27/2014,"Mercato restaurant",68,39,20,3
"Marius S",7/13/2014,"Mercato restaurant",8,6,3,4
avsm,3/18/2014,"Mercato restaurant",319,152,203,4
PeteA74,2/3/2014,"Mercato restaurant",12,3,8,5
JeLundgren,1/14/2014,"Mercato restaurant",308,144,237,4
Reserskan,11/18/2015,"Mercato restaurant",9,4,1,5
"Jerzy A",11/16/2015,"Mercato restaurant",13,12,5,5
ceccypia,11/5/2015,"Mercato restaurant",75,43,26,5
kantzupy,10/15/2015,"Mercato restaurant",1,0,1,2
URLikirin...,10/6/2015,"Mercato restaurant",15,7,7,5
"Stena O",10/3/2015,"Mercato restaurant",1,0,0,5
paweldoma...,9/29/2015,"Mercato restaurant",1,0,0,2
"Anna S",9/27/2015,"Mercato restaurant",17,15,12,5
maurowave,9/16/2015,"Mercato restaurant",818,340,715,5
Marioviag...,8/20/2015,"Mercato restaurant",379,169,262,4
Anne_Mari...,7/15/2015,"Mercato restaurant",9,3,0,5
"ukasz O",7/7/2015,"Mercato restaurant",62,54,14,5
Ryszard_O...,7/6/2015,"Mercato restaurant",180,114,233,5
Fabrizio...,5/22/2015,"Mercato restaurant",25,21,4,4
Qubis,5/20/2015,"Mercato restaurant",47,14,25,5
Sailor009,5/17/2015,"Mercato restaurant",3,0,1,4
"Karol P",5/10/2015,"Mercato restaurant",1,0,0,5
"Maria P",5/6/2015,"Mercato restaurant",3,3,1,4
erebus200...,4/25/2015,"Mercato restaurant",108,68,26,5
Wlodzimie...,3/2/2015,"Mercato restaurant",2,0,3,5
"Jolanta K",3/1/2015,"Mercato restaurant",1,0,1,5
aleksande...,2/27/2015,"Mercato restaurant",10,7,3,5
lhotse198...,1/28/2015,"Mercato restaurant",1,0,1,5
"Renata B",1/12/2015,"Mercato restaurant",1,0,2,5
MSC809,1/12/2015,"Mercato restaurant",11,8,7,5
kamilosky,11/14/2014,"Mercato restaurant",1,0,0,5
Wlodzimie...,10/29/2014,"Mercato restaurant",2,0,3,5
Jarood,10/28/2014,"Mercato restaurant",1,0,0,5
nawra2911,10/10/2014,"Mercato restaurant",12,7,6,5
Katharina...,10/9/2014,"Mercato restaurant",2,0,0,5
Olegkd,9/27/2014,"Mercato restaurant",141,85,82,5
PEPcph,7/12/2014,"Mercato restaurant",78,60,127,3
yreal,11/16/2015,"Original Burger",6,0,1,5
"Rose N",11/14/2015,"Original Burger",5,4,2,3
Y0rochelle,11/12/2015,"Original Burger",19,15,6,5
bhhandel,11/5/2015,"Original Burger",45,13,35,5
"Benedikt B",11/5/2015,"Original Burger",1,0,0,5
"Laura N",11/5/2015,"Original Burger",15,0,16,5
"Shanie D",11/5/2015,"Original Burger",23,3,24,5
sjshrews,10/29/2015,"Original Burger",40,15,33,5
"Alexandra J",10/29/2015,"Original Burger",11,11,0,5
ddude,10/29/2015,"Original Burger",36,26,20,4
"Tori K",10/29/2015,"Original Burger",67,51,46,5
anniekdebakker,10/22/2015,"Original Burger",8,7,3,4
"Carlos M",10/22/2015,"Original Burger",1,0,0,4
"Vegard G",10/10/2015,"Original Burger",6,3,3,3
yvonnee1968,10/9/2015,"Original Burger",24,13,30,4
HanneMuff,10/5/2015,"Original Burger",10,7,0,5
Oil_sweat_and_rigs,10/2/2015,"Original Burger",4,3,1,4
"Line H",10/1/2015,"Original Burger",1,0,0,4
Deejayhypno,9/30/2015,"Original Burger",3,0,0,5
Polymath61,9/30/2015,"Original Burger",7,3,5,4
"Norbert K",9/28/2015,"Original Burger",40,35,17,4
Yennefer91,9/24/2015,"Original Burger",24,12,6,3
"Sharon F",9/17/2015,"Original Burger",23,11,3,5
"Johan L",9/16/2015,"Original Burger",2,0,1,5
"Katie J",9/12/2015,"Original Burger",61,52,14,4
"Justyna B",9/10/2015,"Original Burger",8,8,2,5
angicarson,9/9/2015,"Original Burger",8,3,6,5
HKimi,9/8/2015,"Original Burger",2,0,1,5
"Andy H",9/7/2015,"Original Burger",7,5,3,4
JohnnyViburnum,9/6/2015,"Original Burger",7,4,1,2
villekee,9/6/2015,"Original Burger",1,0,0,5
GREAT_REVIEWS_EIRE,8/27/2015,"Original Burger",32,23,17,5
Foxinnsocks,8/16/2015,"Original Burger",11,5,0,3
"Tron O",8/9/2015,"Original Burger",29,19,18,5
"Marek F",8/6/2015,"Original Burger",1,0,0,5
"Przemyslaw O",8/5/2015,"Original Burger",12,7,1,4
Sandralesund_Norge,7/30/2015,"Original Burger",5,5,2,4
Giu1644,7/30/2015,"Original Burger",5,3,0,5
outofspace_pl,7/30/2015,"Original Burger",27,13,3,4
"Dmitry G",7/27/2015,"Original Burger",10,7,6,3
"Jakub K",7/26/2015,"Original Burger",11,6,2,4
4-legged-creature,7/25/2015,"Original Burger",39,14,10,5
MaCharAm,7/21/2015,"Original Burger",52,38,12,4
"Iryna G",7/18/2015,"Original Burger",17,14,5,2
"Amy B",7/18/2015,"Original Burger",33,25,17,4
"Timo K",7/17/2015,"Original Burger",9,6,1,5
"Rui C",7/14/2015,"Original Burger",9,3,1,4
"Justyna K",7/14/2015,"Original Burger",2,0,1,4
Marcin85,7/2/2015,"Original Burger",5,3,9,5
"Claire D",6/26/2015,"Original Burger",10,5,4,5
GeirPaaEg,6/23/2015,"Original Burger",108,53,77,4
"Tom R",6/14/2015,"Original Burger",42,38,8,4
Alex70,6/3/2015,"Original Burger",36,12,29,4
RhysBev,5/28/2015,"Original Burger",48,36,48,5
angelas1966,5/26/2015,"Original Burger",20,9,21,5
"Linnea K",5/20/2015,"Original Burger",10,8,5,4
oss2_12,5/18/2015,"Original Burger",17,9,8,5
"Marcin S",5/13/2015,"Original Burger",18,14,10,4
Michael_Zh85,5/10/2015,"Original Burger",21,13,6,3
"Adam M",5/5/2015,"Original Burger",24,10,12,4
Grzegorz_Dymon,4/25/2015,"Original Burger",3,0,2,3
dru989,4/3/2015,"Original Burger",135,67,41,5
svharkes,4/2/2015,"Original Burger",325,153,195,3
KaylaManning,3/24/2015,"Original Burger",64,22,127,5
"Guste M",3/23/2015,"Original Burger",50,13,25,3
goodgoodies,3/20/2015,"Original Burger",5,5,6,5
"Rob M",3/13/2015,"Original Burger",13,5,11,5
"Dawn F",3/11/2015,"Original Burger",8,0,4,5
"Larry S",3/9/2015,"Original Burger",2,0,0,5
NiallF91,3/8/2015,"Original Burger",16,12,9,4
UKTraveller85,3/7/2015,"Original Burger",20,4,19,5
NikM74,3/6/2015,"Original Burger",6,4,3,5
outofspace_pl,2/26/2015,"Original Burger",27,13,3,4
"Aleks U",2/23/2015,"Original Burger",12,11,14,5
"John D",2/22/2015,"Original Burger",25,16,24,5
"Steinar E",2/21/2015,"Original Burger",28,17,12,4
"Kenneth S",2/20/2015,"Original Burger",2,0,0,4
stex22,2/16/2015,"Original Burger",1,0,0,4
Dazzle40,2/12/2015,"Original Burger",5,0,9,5
offtoOzsoon,2/11/2015,"Original Burger",1,0,0,5
"Matthijs J",1/19/2015,"Original Burger",20,9,5,4
"Niki V",1/6/2015,"Original Burger",2,0,0,5
"Steve S",1/1/2015,"Original Burger",28,21,31,4
"Johan E",12/31/2014,"Original Burger",13,8,5,3
StavangerKris,12/31/2014,"Original Burger",23,10,19,5
matrix1000,12/17/2014,"Original Burger",263,108,189,5
howmuchfurtherisit,12/8/2014,"Original Burger",47,40,27,5
84daz,12/7/2014,"Original Burger",16,11,10,4
"Anna J",12/3/2014,"Original Burger",21,4,14,5
MartinLV,12/1/2014,"Original Burger",119,45,41,5
French-Fancy36,11/24/2014,"Original Burger",38,28,28,4
"Dimitry O",11/23/2014,"Original Burger",148,73,86,5
4-legged-creature,11/22/2014,"Original Burger",39,14,10,5
alojzy,11/21/2014,"Original Burger",20,12,34,2
william2905,11/18/2014,"Original Burger",21,15,11,4
"Pal K",11/4/2014,"Original Burger",16,15,17,3
Arn62,11/4/2014,"Original Burger",90,60,56,4
"Gunnhild A",10/31/2014,"Original Burger",10,6,3,5
"sarah j",10/26/2014,"Original Burger",19,18,18,5
"Thomas B",10/25/2014,"Original Burger",10,8,18,3
branca90,10/24/2014,"Original Burger",102,36,46,5
"Thomas P",10/23/2014,"Original Burger",3,0,3,5
petterpitlepytt,10/23/2014,"Original Burger",43,17,15,5
"Gabriel K",10/19/2014,"Original Burger",18,14,3,3
"David P",10/19/2014,"Original Burger",3,0,1,2
"Kevin C",10/16/2014,"Original Burger",52,26,32,5
Andreas_Fl_HH,10/15/2014,"Original Burger",5,3,2,5
sebge2,10/13/2014,"Original Burger",10,8,3,5
ThomasAlcock,10/13/2014,"Original Burger",33,19,26,5
"Victor P",10/9/2014,"Original Burger",25,7,8,5
"Batuhan G",10/2/2014,"Original Burger",30,19,10,5
S-gronvold,9/28/2014,"Original Burger",6,4,2,4
"Rob N",9/18/2014,"Original Burger",112,102,67,5
"Mitchell H",9/4/2014,"Original Burger",24,22,8,5
"Christian C",9/2/2014,"Original Burger",1,0,0,3
"Constantine M",9/2/2014,"Original Burger",5,0,2,5
"Ola K",8/20/2014,"Original Burger",2,0,0,5
Conan85,8/14/2014,"Original Burger",9,3,20,5
melbarUk,8/5/2014,"Original Burger",13,3,5,4
Maya_K25,7/31/2014,"Original Burger",22,8,18,5
sriis,7/23/2014,"Original Burger",7,7,4,5
AJCG,7/8/2014,"Original Burger",667,353,374,4
"evelyn k",7/6/2014,"Original Burger",8,0,3,5
Waddler,6/24/2014,"Original Burger",1,213,479,3
Mscaptcat,6/15/2014,"Original Burger",3,0,0,5
Norwegian_visit,6/11/2014,"Original Burger",12,9,10,4
Nuranura,6/8/2014,"Original Burger",10,7,7,3
Reima79,6/8/2014,"Original Burger",11,10,0,5
muhkuh77,6/2/2014,"Original Burger",103,47,46,4
JohnandKathyR,5/25/2014,"Original Burger",62,14,29,4
"Jerome A",5/20/2014,"Original Burger",120,60,81,3
Gmichael315,5/9/2014,"Original Burger",58,18,40,5
BandKath,5/6/2014,"Original Burger",54,36,43,5
"Tomasz S",5/5/2014,"Original Burger",59,30,15,3
"Kym B",5/4/2014,"Original Burger",7,4,1,5
"Ian G",4/15/2014,"Original Burger",55,25,41,4
neodv9,3/31/2014,"Original Burger",20,14,9,4
AdrianAbram,3/31/2014,"Original Burger",81,27,24,5
avsm,3/27/2014,"Original Burger",319,152,203,4
Alekos84,3/27/2014,"Original Burger",5,3,0,3
Kokosowo,3/22/2014,"Original Burger",101,27,37,3
HerrPeril,3/11/2014,"Original Burger",9,5,2,5
colche,3/2/2014,"Original Burger",57,45,28,4
"Thomas M",3/1/2014,"Original Burger",1,0,0,5
"Peter M",2/24/2014,"Original Burger",1,0,0,4
"Tony P",2/23/2014,"Original Burger",34,16,11,4
"Izzy P",2/19/2014,"Original Burger",3,0,3,3
Omartin78_Bergen,1/28/2014,"Original Burger",12,10,10,4
"Matthew K",1/28/2014,"Original Burger",6,3,6,5
Glutenmonster,1/26/2014,"Original Burger",3,3,3,2
airedale_travellers,1/19/2014,"Original Burger",98,31,104,5
Joannalovespizza,1/14/2014,"Original Burger",13,13,3,3
SylwiaLas,1/5/2014,"Original Burger",9,7,5,2
mousepig,12/21/2012,"Original Burger",8,4,5,4
chopper7,12/4/2012,"Original Burger",41,22,7,4
Gibboo80,12/4/2012,"Original Burger",1,0,0,5
Brit_Abroad13,12/4/2012,"Original Burger",34,18,8,4
Dagyar,11/27/2012,"Original Burger",25,3,25,4
FrostyNorwich,11/25/2012,"Original Burger",7,3,2,5
"Perttu V",11/21/2012,"Original Burger",20,15,4,5
unkindest,11/9/2012,"Original Burger",4,4,11,5
ESparko,10/7/2012,"Original Burger",14,12,8,4
grahamfin,10/7/2012,"Original Burger",65,40,24,4
Sniplet,9/29/2012,"Original Burger",112,55,38,5
redhenry,9/21/2012,"Original Burger",110,54,84,4
Llew22,9/20/2012,"Original Burger",16,6,6,5
branca90,9/18/2012,"Original Burger",102,36,46,5
"Tim M",9/17/2012,"Original Burger",112,50,68,4
sl1011,9/5/2012,"Original Burger",4,4,3,4
captaind172,7/30/2012,"Original Burger",40,19,18,5
Lorentzen,7/25/2012,"Original Burger",51,40,16,5
VegasPokey,6/30/2012,"Original Burger",52,30,26,5
"Mario L",3/16/2012,"Original Burger",73,34,81,5
"Hanna D",11/18/2015,"Original Burger",4,0,0,3
"Arne E",11/16/2015,"Original Burger",10,4,1,5
"Ralf  L",11/15/2015,"Original Burger",3,0,0,5
jmscarnei...,11/14/2015,"Original Burger",1,0,0,4
"Mirek W",11/5/2015,"Original Burger",3,3,0,4
"Trine F",10/29/2015,"Original Burger",5,3,2,3
arnteivin...,10/29/2015,"Original Burger",8,7,2,5
Kristoffe...,10/22/2015,"Original Burger",7,4,5,4
Halterner...,10/22/2015,"Original Burger",88,25,40,4
Sorumsand,10/22/2015,"Original Burger",15,6,14,5
Yacheslav...,10/10/2015,"Original Burger",2,0,1,4
"Polina S",10/3/2015,"Original Burger",13,5,3,5
"Freyr L",10/1/2015,"Original Burger",26,19,2,3
"Oddleif N",9/30/2015,"Original Burger",12,7,7,5
kaja275,9/27/2015,"Original Burger",15,14,2,4
"Monika L",9/20/2015,"Original Burger",10,9,0,4
Sarelka,9/19/2015,"Original Burger",18,9,8,5
alejandro...,9/17/2015,"Original Burger",23,17,12,4
J0stein,9/14/2015,"Original Burger",44,14,6,5
LeoRocca,9/13/2015,"Original Burger",69,39,17,4
nooravag,9/13/2015,"Original Burger",8,5,3,5
"Marcel S",9/12/2015,"Original Burger",6,0,1,4
"Pawe B",9/10/2015,"Original Burger",44,42,4,3
"Danuta S",9/8/2015,"Original Burger",2,0,1,5
patkupatk...,9/8/2015,"Original Burger",1,0,0,5
"Myriam A",9/7/2015,"Original Burger",5,0,1,5
